x,color,k,chunk_type,chunk_size,answer_relevancy,faithfulness,context_recall,context_precision,answer_correctness,EM,F1,avg_retrieve_context,avg_llm_response,avg_total,sample_size
0.4,2,2,paragraphs,10,0.785139278629621,0.7948717948717948,0.7692307692307693,0.9230769230115382,0.6455800851098353,0.0,0.5005918088859673,0.061655152927745475,1.752158054938683,1.8138132078664286,13
0.4,3,2,paragraphs,10,0.7248843765448472,0.75,1.0,0.8333333332708334,0.6529068125136336,0.0,0.39828116886306536,0.061655152927745475,0.6441779931386312,0.7058331460663765,12
0.069,4,2,paragraphs,10,0.6686239774970866,0.8492063492063493,0.738095238095238,0.9047619046928569,0.5897450938906775,0.0,0.289431550088874,0.061655152927745455,1.1186340763455345,1.18028922927328,21
0.182,5,2,paragraphs,10,0.3940965231869958,0.630952380952381,0.6696428571428571,0.678571428525,0.4184492677671142,0.07142857142857142,0.3474067764265998,0.061655152927745475,0.97138626234872,1.0330414152764653,14
0.111,6,2,paragraphs,10,0.645417931299116,0.7916666666666666,0.8333333333333334,0.8333333332666667,0.6456843780301691,0.0,0.44160209987137305,0.061655152927745475,0.6741751432418823,0.7358302961696278,6
0.105,7,2,paragraphs,10,0.7330292215371785,0.6799999999999999,0.8,0.79999999993,0.7547256278455721,0.0,0.4514628996925961,0.06165515292774547,1.2925774574279785,1.354232610355724,5
0.133,8,2,paragraphs,10,0.7183391302701738,0.875,0.875,0.93749999993125,0.7095809015945039,0.0,0.4171482846482847,0.061655152927745475,0.6630016565322876,0.724656809460033,8
0.118,9,2,paragraphs,10,0.8776106611274025,1.0,1.0,0.9999999999166667,0.9726345103253675,0.0,0.617256948441477,0.061655152927745475,1.9140506585439045,1.9757058114716501,3
0.095,10,2,paragraphs,10,0.7029509175354134,0.875,0.75,0.62499999995,0.6231647625069809,0.0,0.397979797979798,0.061655152927745475,0.7583756446838379,0.8200307976115833,4
0.087,11,2,paragraphs,10,0.7993416343795082,0.638888888888889,0.5,0.49999999995833333,0.534625620903841,0.0,0.43784737437407073,0.061655152927745475,0.8068744738896688,0.8685296268174142,6
0.095,12,2,paragraphs,10,0.7979740938787164,0.8055555555555555,0.6666666666666666,0.5833333333,0.577707635459359,0.0,0.40849351804713496,0.061655152927745475,1.6834766467412312,1.7451317996689768,6
1.0,0,10,sentences,100,0.9400249120573747,0.6666666666666666,1.0,0.794444444417963,0.8872927016043024,0.0,0.4118203309692672,0.08577125505967574,1.8307528495788574,1.9165241046385333,2
1.0,2,10,sentences,100,0.8621901687525478,0.7948717948717948,0.8846153846153846,0.9871794871185897,0.7067582973413008,0.07692307692307693,0.5750170735414428,0.08577125505967573,1.8961704694307768,1.9819417244904527,13
1.0,3,10,sentences,100,0.8755453054207555,0.875,1.0,0.9999999999416666,0.7335484486097515,0.0,0.4487332921208877,0.08577125505967574,0.9633762836456299,1.0491475387053055,12
1.0,4,10,sentences,100,0.6665756515509911,0.8412698412698412,0.9722222222222221,0.8534391533980534,0.6586756608186247,0.0,0.31671194849675194,0.08577125505967571,2.316992543992542,2.402763799052218,21
0.667,5,10,sentences,100,0.725882468561622,0.9354395604395604,0.9857142857142858,0.7332148930715819,0.6467175397028291,0.14285714285714285,0.552595731254604,0.08577125505967573,2.8692071437835693,2.954978398843245,14
1.0,6,10,sentences,100,0.9691048443890002,0.8472222222222222,1.0,0.7797949735158607,0.9064164911019442,0.0,0.5294563328328811,0.08577125505967574,1.6098577578862507,1.6956290129459266,6
1.0,7,10,sentences,100,0.7657190617998044,0.6766666666666666,1.0,0.6285714285238095,0.7123239407226907,0.0,0.42904336838672863,0.08577125505967574,2.666216993331909,2.751988248391585,5
1.0,8,10,sentences,100,0.7098203910736951,0.8125,1.0,0.8088541666339453,0.6625606468975347,0.0,0.48251456585227204,0.08577125505967574,1.623095065355301,1.7088663204149768,8
1.0,9,10,sentences,100,0.5740267458124751,1.0,1.0,0.7755555555317944,0.7256495158410866,0.0,0.4481074481074481,0.08577125505967574,2.439060846964518,2.524832102024194,3
1.0,10,10,sentences,100,0.204421033981021,0.5,1.0,0.8291666666417709,0.31209041493250045,0.0,0.13953612845673505,0.08577125505967574,1.2254009246826172,1.311172179742293,4
1.0,11,10,sentences,100,0.813915738156501,0.6666666666666666,1.0,0.8336026076673413,0.6228005015697679,0.0,0.5776861355490387,0.08577125505967574,1.1789519786834717,1.2647232337431473,6
1.0,12,10,sentences,100,0.95730490244795,0.861111111111111,0.8333333333333334,0.87543461827893,0.7234564845370959,0.0,0.563423081321606,0.08577125505967574,2.432191332181295,2.5179625872409708,6
1.0,0,10,paragraphs,15,0.8664415094782758,1.0,1.0,0.6833333332991667,0.7309592667545634,0.0,0.4233100233100233,0.10754497051239013,1.8126614093780518,1.9202063798904419,2
1.0,2,10,paragraphs,15,0.7093662046042009,0.7371794871794871,0.8461538461538461,0.8354700854341167,0.6904840034672352,0.07692307692307693,0.5413292433357821,0.10754497051239012,1.6891149374154897,1.7966599079278798,13
1.0,3,10,paragraphs,15,0.8672223937699242,0.8888888888888888,0.9166666666666666,0.8333333332936341,0.7322257976577756,0.08333333333333333,0.5208546678631598,0.10754497051239013,1.364940921465556,1.4724858919779458,12
0.526,4,10,paragraphs,15,0.76551453653611,0.8066893424036282,0.9285714285714286,0.8192105483755263,0.7218369066469831,0.0,0.3416053916192493,0.10754497051239015,1.682003100713094,1.7895480712254848,21
1.0,5,10,paragraphs,15,0.732400151318711,0.8461538461538461,1.0,0.7219028722169659,0.6502548712607784,0.0,0.4212513086489472,0.10754497051239012,2.22280592577798,2.33035089629037,14
0.833,6,10,paragraphs,15,0.9463436151299683,0.9,1.0,0.7734736919120239,0.8958981954731712,0.0,0.5453915479235173,0.10754497051239013,3.963198701540629,4.070743672053019,6
0.769,7,10,paragraphs,15,0.7658893139814957,0.75,1.0,0.5555555555154814,0.6795667220681761,0.0,0.47453389830508474,0.10754497051239013,2.670933198928833,2.778478169441223,5
1.0,8,10,paragraphs,15,0.9402530155475446,1.0,1.0,0.9329861110675528,0.7830512953643061,0.0,0.5148420150265183,0.10754497051239013,2.2437609434127808,2.351305913925171,8
0.833,9,10,paragraphs,15,0.8982668555483145,0.9333333333333332,1.0,0.9161375660889964,0.9637948927061922,0.0,0.6756295347844644,0.10754497051239013,2.7622992992401123,2.869844269752503,3
0.714,10,10,paragraphs,15,0.7096691143181861,0.7619047619047619,1.0,0.758237276371293,0.6533020009555948,0.0,0.47625694546831365,0.10754497051239013,1.5435199737548828,1.651064944267273,4
0.667,11,10,paragraphs,15,0.7939217276058915,0.7083333333333334,0.8333333333333334,0.7130291004812813,0.680924144199961,0.0,0.5907749840828026,0.10754497051239013,2.0155003865559897,2.1230453570683796,6
0.714,12,10,paragraphs,15,0.7903696676971484,0.8333333333333334,0.8333333333333334,0.8196707818786876,0.547018465111256,0.0,0.41010268172281483,0.10754497051239013,2.891954223314921,2.9994991938273112,6
0.333,0,5,paragraphs,10,0.9067456339334066,1.0,0.5,0.666666666625,0.5960598853545019,0.0,0.2861165868769361,0.0697639833797108,1.2260913848876953,1.295855368267406,2
1.0,2,5,paragraphs,10,0.79712870382272,0.7307692307692307,0.9230769230769231,0.9124999999633732,0.7445700238006252,0.07692307692307693,0.5809960932811328,0.0697639833797108,1.4554170461801381,1.5251810295598494,13
1.0,3,5,paragraphs,10,0.7171907651602862,0.875,1.0,0.8333333332844907,0.6653213394070223,0.0,0.41792057311345543,0.0697639833797108,0.8729361891746521,0.9427001725543628,12
0.172,4,5,paragraphs,10,0.7034407905084558,0.8174603174603173,0.8015873015873015,0.8804232803738007,0.5740917319444501,0.0,0.3402941869303033,0.0697639833797108,1.2497773738134474,1.3195413571931587,21
0.455,5,5,paragraphs,10,0.6666206511062848,0.7843406593406593,0.9553571428571429,0.7408730158354232,0.6766979136924531,0.07142857142857142,0.4462334422249773,0.0697639833797108,1.812840802328927,1.8826047857086385,14
0.278,6,5,paragraphs,10,0.8149042413364097,0.875,1.0,0.7509259258977007,0.7619402023189568,0.0,0.498909543615426,0.0697639833797108,0.7183776696523031,0.7881416530320139,6
0.263,7,5,paragraphs,10,0.7323519574983621,0.76,0.8,0.7499999999425,0.6259597999651305,0.0,0.421945461945462,0.0697639833797108,1.333670473098755,1.4034344564784658,5
0.333,8,5,paragraphs,10,0.7136892662547674,0.8541666666666666,1.0,0.9303819443923944,0.5004788809842395,0.0,0.34440346867131005,0.0697639833797108,1.459307998418808,1.529071981798519,8
0.294,9,5,paragraphs,10,0.872995200665217,0.9629629629629629,1.0,0.8722222221670369,0.9927677406547835,0.0,0.6322936841870924,0.0697639833797108,2.084700266520182,2.154464249899893,3
0.238,10,5,paragraphs,10,0.46977973440919163,0.6369047619047619,0.75,0.5638888888638426,0.4354404868199572,0.0,0.276671745809707,0.0697639833797108,0.7911410331726074,0.8609050165523182,4
0.217,11,5,paragraphs,10,0.7928955066270486,0.5833333333333334,0.5,0.5090277777494271,0.6346988436530077,0.0,0.5015990212778915,0.0697639833797108,0.6355883280436198,0.7053523114233307,6
0.238,12,5,paragraphs,10,0.8002337022600029,0.9166666666666666,0.6666666666666666,0.7324074073807253,0.5913429494285215,0.0,0.4078282828282828,0.0697639833797108,1.647970716158549,1.7177346995382596,6
0.192,0,5,words,300,0.9192875563873242,1.0,1.0,0.7083333333055555,0.7293540876168395,0.0,0.41330645161290325,0.06816454367204146,1.1268833875656128,1.1950479312376543,2
0.357,2,5,words,300,0.7926228110061386,0.6666666666666666,0.8846153846153846,0.7967948717618002,0.7032841593223023,0.07692307692307693,0.5862980935071354,0.06816454367204147,2.343898131297185,2.412062674969226,13
0.417,3,5,words,300,0.7940790951542236,0.8194444444444443,0.9166666666666666,0.8063657406794088,0.6711850413628371,0.0,0.38456965498707785,0.06816454367204147,0.8089237014452616,0.8770882451173033,12
0.156,4,5,words,300,0.6688413933652088,0.789534275248561,0.8531746031746033,0.8349206348752711,0.6140321732201731,0.0,0.289385694710241,0.06816454367204147,1.2383934543246315,1.3065579979966726,21
0.068,5,5,words,300,0.7408074219658284,0.9107142857142857,1.0,0.8022817459799264,0.7160914149335914,0.07142857142857142,0.6030477943000057,0.06816454367204147,1.399199264390128,1.467363808062169,14
0.172,6,5,words,300,0.6370942625442992,0.6666666666666666,1.0,0.6812499999713483,0.6948537250087882,0.0,0.33409742995481534,0.06816454367204146,0.6409291823705038,0.7090937260425453,6
0.143,7,5,words,300,0.7531892804893954,0.8,0.8,0.8399999999458888,0.6222731648959735,0.0,0.42643239113827347,0.06816454367204146,1.2134986877441407,1.2816632314161822,5
0.172,8,5,words,300,0.7064262024021959,0.875,1.0,0.95260416662273,0.5902458753567683,0.0,0.3957864711330796,0.06816454367204146,0.8460617065429688,0.9142262502150102,8
0.152,9,5,words,300,0.876378963274732,1.0,1.0,0.8444444443940741,0.9311801822902382,0.0,0.6508845160007951,0.06816454367204146,2.0554890632629395,2.123653606934981,3
0.185,10,5,words,300,0.9094283050339041,1.0,1.0,0.9583333333004167,0.852368240327014,0.0,0.6422532781228434,0.06816454367204146,0.9447904825210571,1.0129550261930986,4
0.161,11,5,words,300,0.9564643697940957,0.8333333333333334,0.8333333333333334,0.7798611110632813,0.6509603772879587,0.0,0.6848663681071784,0.06816454367204146,0.6375378370285034,0.7057023807005449,6
0.2,12,5,words,300,0.7919268567148677,0.9444444444444443,0.9166666666666666,0.7659722221925868,0.667235423749723,0.0,0.5077726195373254,0.06816454367204146,1.8875414530436199,1.9557059967156614,6
0.067,0,10,paragraphs,1,0.902125433965028,1.0,1.0,0.8333333333097221,0.5998596051462166,0.0,0.3412249099330932,0.07152746373956853,0.8833645582199097,0.9548920219594783,2
0.2,2,10,paragraphs,1,0.7215055480684819,0.7948717948717948,0.8461538461538461,0.7923840048444458,0.6970133211939893,0.07692307692307693,0.5158837142281281,0.07152746373956853,1.3964393872481127,1.467966850987681,13
0.213,3,10,paragraphs,1,0.7105885341992835,0.875,0.9166666666666666,0.7711309523290443,0.6260178749018479,0.0,0.36336263208850395,0.07152746373956853,0.5785290797551473,0.6500565434947158,12
0.035,4,10,paragraphs,1,0.7117276108351631,0.8690476190476191,0.7619047619047619,0.7120890022338475,0.595146717471877,0.0,0.3028031376657725,0.07152746373956856,1.4234842686426072,1.4950117323821754,21
0.098,5,10,paragraphs,1,0.7346015549067485,0.8035714285714286,0.9761904761904762,0.5232142856866222,0.6600599541397774,0.0,0.5180681932937572,0.07152746373956853,1.3585450989859444,1.4300725627255129,14
0.058,6,10,paragraphs,1,0.9432623601766822,0.7916666666666666,1.0,0.6534143518323532,0.8558691225956726,0.0,0.5522062588476252,0.07152746373956853,0.6536828676859537,0.7252103314255223,6
0.054,7,10,paragraphs,1,0.9247228661627089,0.9,1.0,0.6666666666,0.7139564221333068,0.0,0.5332549019607844,0.07152746373956853,1.2309447288513184,1.3024721925908869,5
0.068,8,10,paragraphs,1,0.8475664158724903,0.9375,1.0,0.8243090986103009,0.6872681809645045,0.0,0.40565672304222394,0.07152746373956853,0.7987626492977142,0.8702901130372829,8
0.06,9,10,paragraphs,1,0.8365439491275851,1.0,1.0,0.857275132230798,0.9479439389537738,0.0,0.5342335939350864,0.07152746373956853,1.8988216718037922,1.9703491355433609,3
0.048,10,10,paragraphs,1,0.9275321218628219,0.95,1.0,0.9255952380542177,0.8011628203762057,0.0,0.5720529996629593,0.07152746373956853,0.738248348236084,0.8097758119756525,4
0.045,11,10,paragraphs,1,0.0,0.5833333333333334,0.0,0.0,0.18028187630916928,0.0,0.02666666666666667,0.07152746373956853,0.841914176940918,0.9134416406804865,6
0.048,12,10,paragraphs,1,0.6118619040951753,0.75,0.9166666666666666,0.5545351473805167,0.5216355067996998,0.0,0.4606922439783773,0.07152746373956853,1.8488983313242595,1.9204257950638282,6
0.167,0,5,paragraphs,5,0.9425532759845905,1.0,1.0,0.6249999999708333,0.884671571942537,0.0,0.3514705882352941,0.04736792607740922,3.2197329998016357,3.2671009258790447,2
0.5,2,5,paragraphs,5,0.7897582566625688,0.8366666666666667,0.9230769230769231,0.7654914529588986,0.6346599991968438,0.07692307692307693,0.5239690654080463,0.047367926077409236,1.4205627258007343,1.4679306518781439,13
0.5,3,5,paragraphs,5,0.8086744796945687,0.8888888888888888,1.0,0.7805555555073959,0.6674294720815145,0.0,0.3939630851451257,0.04736792607740923,0.8528482913970947,0.9002162174745042,12
0.088,4,5,paragraphs,5,0.7168801870251122,0.8518518518518519,0.8690476190476191,0.9065476189920652,0.593304136720507,0.0,0.29055814189437124,0.04736792607740923,1.1961325463794528,1.2435004724568621,21
0.238,5,5,paragraphs,5,0.5299503706218625,0.6547619047619048,0.7886904761904762,0.7325396824974667,0.544620353927452,0.0,0.400394365505557,0.047367926077409236,1.5771092346736364,1.6244771607510455,14
0.143,6,5,paragraphs,5,0.9660421508117754,0.75,1.0,0.8064814814471912,0.9497347461016488,0.0,0.5392121495062672,0.04736792607740922,0.6511298815409342,0.6984978076183435,6
0.132,7,5,paragraphs,5,0.9287871423695944,0.74,1.0,0.8666666665883334,0.790045844229289,0.0,0.5564466292445831,0.04736792607740922,1.2104959964752198,1.257863922552629,5
0.167,8,5,paragraphs,5,0.9566655145724119,0.925,1.0,0.9041666666125173,0.7553437465604622,0.0,0.553113325356325,0.04736792607740922,1.0744667947292328,1.1218347208066421,8
0.147,9,5,paragraphs,5,0.8862972996869654,1.0,1.0,0.8722222221670369,0.9576012634688004,0.0,0.6568067455460357,0.04736792607740922,1.8661200205485027,1.9134879466259116,3
0.119,10,5,paragraphs,5,0.9492010995850617,0.7916666666666666,1.0,0.7999999999578125,0.8237164939240713,0.0,0.5964428525404135,0.04736792607740922,0.7244863510131836,0.7718542770905928,4
0.111,11,5,paragraphs,5,0.980447998129217,0.75,0.6666666666666666,0.7083333332875,0.6860884979080607,0.0,0.6307062976043797,0.04736792607740922,0.5397325356801351,0.5871004617575443,6
0.119,12,5,paragraphs,5,0.9498817241893991,0.9444444444444445,0.6666666666666666,0.6835648147913522,0.6115279304810811,0.0,0.48497071423058724,0.04736792607740922,1.636514663696289,1.6838825897736986,6
0.37,0,10,pages,1,0.9460272096895002,1.0,1.0,0.87499999996875,0.9820161396984002,0.0,0.4722222222222222,0.16234176592393354,1.0135788917541504,1.1759206576780838,2
1.0,2,10,pages,1,0.7091152997339655,0.7948717948717949,0.8846153846153846,0.7205097679817468,0.6190183682327697,0.0,0.4928634694832778,0.1623417659239335,1.6904604801764855,1.8528022461004192,13
0.833,3,10,pages,1,0.7883284790141004,0.861111111111111,1.0,0.8772222221713838,0.6572074711459218,0.0,0.4238400654090578,0.1623417659239335,1.2196526924769084,1.3819944584008417,12
0.435,4,10,pages,1,0.6721293634216078,0.813888888888889,0.9285714285714286,0.8253049976206943,0.584451932818746,0.0,0.3147377025797667,0.16234176592393357,1.6682488577706474,1.830590623694581,21
0.27,5,10,pages,1,0.8066071436877096,0.8682900432900433,1.0,0.7476182377320014,0.7304072048008419,0.0,0.5270315689968712,0.1623417659239335,2.061162999698094,2.2235047656220277,14
0.37,6,10,pages,1,0.9496959918448885,0.9722222222222223,1.0,0.7349454364823239,0.8460333284566331,0.0,0.5325353634493163,0.16234176592393354,1.6397068897883098,1.8020486557122435,6
0.37,7,10,pages,1,0.9319969314968398,0.9333333333333332,1.0,0.7633333332860556,0.7762504854781073,0.0,0.5859845661584793,0.16234176592393354,1.5140626430511475,1.6764044089750807,5
0.37,8,10,pages,1,0.9523059585153919,0.9665178571428572,1.0,0.891121031715044,0.6972703319352336,0.0,0.532827624563558,0.16234176592393354,1.2395120561122894,1.4018538220362229,8
0.37,9,10,pages,1,0.8709741743648403,1.0,1.0,0.8396825396400759,0.9557963317851215,0.0,0.6226318484383001,0.16234176592393354,2.3616276582082114,2.523969424132145,3
0.37,10,10,pages,1,0.6704174994206245,0.875,1.0,0.6736111110961459,0.6112548762889973,0.0,0.3833742415648258,0.16234176592393354,1.4068477749824524,1.5691895409063858,4
0.37,11,10,pages,1,0.7986138710122583,0.9166666666666666,0.8333333333333334,0.8026785713763046,0.6013075266235642,0.0,0.4984525854038344,0.16234176592393354,2.295423467954,2.4577652338779337,6
0.357,12,10,pages,1,0.9589622824266338,0.75,0.8333333333333334,0.816485706915857,0.6502378628441879,0.0,0.49141961409763263,0.16234176592393354,2.2784043550491333,2.440746120973067,6
0.077,0,2,words,300,0.9855536122071181,1.0,1.0,0.74999999995,0.7876101683700348,0.0,0.34752155172413796,0.05880879055369984,0.9677590131759644,1.0265678037296642,2
0.143,2,2,words,300,0.577334568423133,0.7252747252747253,0.8461538461538461,0.9230769230153845,0.5502341122572562,0.07692307692307693,0.42048946983503566,0.058808790553699836,1.4585835383488581,1.517392328902558,13
0.167,3,2,words,300,0.6284281849448404,0.8055555555555555,0.8333333333333334,0.7916666666,0.625937700754212,0.0,0.35575240679864595,0.058808790553699836,1.0001277724901836,1.0589365630438834,12
0.062,4,2,words,300,0.7077140346908246,0.8492063492063492,0.6587301587301587,0.8333333332785713,0.5841498302591932,0.0,0.2961992139413733,0.05880879055369984,1.4439092477162678,1.5027180382699672,21
0.027,5,2,words,300,0.6658198248403054,0.8333333333333333,0.8214285714285714,0.8214285713571429,0.6443424615955867,0.07142857142857142,0.44878883338531345,0.05880879055369983,1.2124271392822266,1.2712359298359261,14
0.069,6,2,words,300,0.6370942625442992,0.7916666666666666,0.8333333333333334,0.666666666625,0.6785510412177631,0.0,0.38973813438929716,0.05880879055369984,0.7632484436035156,0.8220572341572154,6
0.057,7,2,words,300,0.7500121570368818,0.9,0.8,0.89999999993,0.5894925584117109,0.0,0.4208046855105678,0.05880879055369984,1.1542314052581788,1.2130401958118786,5
0.069,8,2,words,300,0.8323872589450307,0.9375,1.0,0.999999999925,0.6835190074845818,0.0,0.47341648652231266,0.05880879055369984,1.2811204493045807,1.3399292398582805,8
0.061,9,2,words,300,0.9143853016777465,1.0,1.0,0.8333333332666667,0.9529625496081975,0.0,0.5857030672127889,0.05880879055369984,1.7305816809336345,1.7893904714873343,3
0.074,10,2,words,300,0.6554144351280471,0.8333333333333333,1.0,0.9999999999375,0.8106393706987282,0.0,0.5356691919191919,0.05880879055369984,0.9595640301704407,1.0183728207241405,4
0.065,11,2,words,300,0.960567995115276,0.861111111111111,0.6666666666666666,0.7499999999416667,0.7207584111871798,0.0,0.6340135576038619,0.05880879055369984,0.7289243936538696,0.7877331842075694,6
0.08,12,2,words,300,0.9589384593940089,1.0,0.75,0.6666666666166666,0.7304513615828919,0.0,0.5399748028324048,0.05880879055369984,2.146554152170817,2.2053629427245167,6
0.556,0,15,pages,1,0.9458197579224711,0.75,1.0,0.7884615384394231,0.8227569080259254,0.0,0.41963545981772993,0.09237902814691717,2.148719549179077,2.241098577325994,2
1.0,2,15,pages,1,0.7233110834011232,0.7664835164835164,0.8846153846153846,0.7059645909369416,0.6947751087128291,0.0,0.5582164927324845,0.0923790281469172,2.3327840841733494,2.425163112320267,13
1.0,3,15,pages,1,0.7920132012783926,0.875,1.0,0.8483333332882926,0.6913680034189666,0.0,0.4266274038471516,0.09237902814691719,1.107321818669637,1.1997008468165542,12
0.652,4,15,pages,1,0.6712956162756348,0.8035714285714286,0.9285714285714286,0.7918458694087767,0.5950843032308312,0.0,0.3010371904468342,0.09237902814691719,1.8712670803070068,1.9636461084539234,21
0.405,5,15,pages,1,0.6759113420660972,0.8863636363636365,1.0,0.6796416612136126,0.5680976631244147,0.0,0.44695191631450815,0.0923790281469172,1.5683486461639404,1.6607276743108577,14
0.556,6,15,pages,1,0.7788814613609009,0.75,1.0,0.7308513297176082,0.7925195602504641,0.0,0.5408200174008998,0.09237902814691717,2.1090817054112754,2.2014607335581924,6
0.556,7,15,pages,1,0.9227942679769774,0.9333333333333332,1.0,0.7188888888464259,0.8500431235983197,0.0,0.5659511206963362,0.09237902814691717,2.3933216094970704,2.4857006376439874,5
0.556,8,15,pages,1,0.9602353879181029,0.9375,1.0,0.8649900793360267,0.8210322954137984,0.0,0.4983054562127308,0.09237902814691717,1.8677583932876587,1.9601374214345757,8
0.556,9,15,pages,1,0.5740267458124749,0.8333333333333334,1.0,0.8477624667689309,0.7262711332403603,0.0,0.4733873325422621,0.09237902814691717,2.478665272394816,2.571044300541733,3
0.556,10,15,pages,1,0.6589462837605523,0.8333333333333333,1.0,0.6423520923389897,0.7249353384412683,0.0,0.5263157894736842,0.09237902814691717,1.26109379529953,1.3534728234464473,4
0.556,11,15,pages,1,0.9462278896830548,0.7944444444444444,0.8333333333333334,0.6880823541172297,0.6771921476569203,0.0,0.5762215516621331,0.09237902814691717,1.8507306178410847,1.9431096459880017,6
0.536,12,15,pages,1,0.9582085881393314,0.9166666666666666,0.8333333333333334,0.7361954414508357,0.6299585448917854,0.0,0.4698977351151264,0.09237902814691717,4.18088420232137,4.273263230468287,6
0.037,0,1,pages,1,0.49190378416095876,0.75,0.5,0.9999999999,0.32842764847329864,0.0,0.15217391304347827,0.0540642109784213,0.49642908573150635,0.5504932967099276,2
0.143,2,1,pages,1,0.4270303654013156,0.6666666666666667,0.6538461538461539,0.6153846153230769,0.43458501980273456,0.07692307692307693,0.2733369596824605,0.0540642109784213,1.2671208381652832,1.3211850491437043,13
0.083,3,1,pages,1,0.7258786730577684,0.8333333333333334,0.9166666666666666,0.916666666575,0.6842591139635492,0.0,0.39733102794968916,0.0540642109784213,0.5491353273391724,0.6031995383175935,12
0.043,4,1,pages,1,0.5678175171369408,0.7185592185592186,0.4920634920634921,0.8095238094428571,0.5023333117947365,0.0,0.26192389274852035,0.054064210978421304,1.8210358052026658,1.8751000161810876,21
0.027,5,1,pages,1,0.2620541243111401,0.5952380952380951,0.5,0.6428571427928571,0.35839350383482194,0.0,0.20624396843967174,0.0540642109784213,0.6717171328408378,0.7257813438192589,14
0.037,6,1,pages,1,0.4957143611990737,0.6666666666666666,0.5,0.49999999995,0.5852417318822657,0.0,0.34325880059626196,0.0540642109784213,0.7306861480077108,0.7847503589861319,6
0.037,7,1,pages,1,0.7621991890699907,0.9,0.8,0.79999999992,0.5996047561986912,0.0,0.44962993995252054,0.054064210978421304,1.2542482376098634,1.3083124485882844,5
0.037,8,1,pages,1,0.6046369488000003,0.8125,0.75,0.8749999999125,0.585432047720942,0.0,0.3521362619517917,0.0540642109784213,0.7146298289299011,0.7686940399083224,8
0.037,9,1,pages,1,0.8962481165904631,1.0,1.0,0.9999999999,0.9562958563096836,0.0,0.5693843193843193,0.0540642109784213,1.7065767447153728,1.760640955693794,3
0.037,10,1,pages,1,0.23713939599203906,0.7083333333333333,0.375,0.49999999995,0.3479054283489045,0.0,0.2048523748395379,0.0540642109784213,0.42049652338027954,0.47456073435870083,4
0.037,11,1,pages,1,0.49276399152517847,0.6666666666666666,0.5833333333333334,0.6666666666,0.49981626293778386,0.0,0.36393613554903875,0.0540642109784213,0.4415598313013713,0.49562404227979256,6
0.036,12,1,pages,1,0.6343379155456655,0.7222222222222222,0.6666666666666666,0.6666666666,0.5766701455360135,0.0,0.3437997519776573,0.0540642109784213,1.471748153368632,1.5258123643470531,6
0.074,0,2,pages,1,0.9528564165087918,0.75,1.0,0.999999999925,0.3832919528684398,0.0,0.29119732999582815,0.08904550942507657,0.8888164758682251,0.9778619852933017,2
0.286,2,2,pages,1,0.7121781477951005,0.7564102564102565,0.7692307692307693,0.7307692307153845,0.6370301261506884,0.0,0.45193487019444933,0.08904550942507658,1.3698093524345984,1.458854861859675,13
0.167,3,2,pages,1,0.7155981678791247,0.8541666666666666,0.8333333333333334,0.9166666666041667,0.6326714684699496,0.0,0.3716533069396892,0.08904550942507657,0.8184121052424113,0.9074576146674879,12
0.087,4,2,pages,1,0.6629175169870949,0.8571428571428571,0.7619047619047619,0.8333333332738094,0.540210166243518,0.0,0.28312016159829,0.08904550942507658,1.1690950280144101,1.258140537439487,21
0.054,5,2,pages,1,0.5990436034215855,0.8214285714285714,0.75,0.8571428570749998,0.5535466577570285,0.0,0.4748281814165889,0.08904550942507658,1.4708448648452759,1.5598903742703527,14
0.074,6,2,pages,1,0.6096203342449705,0.6388888888888888,0.8333333333333334,0.666666666625,0.6744443996512524,0.0,0.35629629629629633,0.08904550942507657,0.8347610632578532,0.9238065726829299,6
0.074,7,2,pages,1,0.7509212564941669,0.9,0.8,0.79999999994,0.6517711218804182,0.0,0.4295642763034067,0.08904550942507657,1.4117275714874267,1.5007730809125033,5
0.074,8,2,pages,1,0.9565867830324661,0.96875,1.0,0.93749999994375,0.8094022013805553,0.0,0.5388090858214039,0.08904550942507657,0.8523687720298767,0.9414142814549533,8
0.074,9,2,pages,1,0.8918016408670653,1.0,1.0,0.9999999999166667,0.9578825584147306,0.0,0.6701298701298701,0.08904550942507657,1.7035311063130696,1.7925766157381462,3
0.074,10,2,pages,1,0.4383277430880603,0.7083333333333333,0.5,0.7499999999625,0.2819004900876312,0.0,0.18322055137844612,0.08904550942507657,0.5578102469444275,0.6468557563695041,4
0.074,11,2,pages,1,0.6159972981069839,0.7916666666666666,0.6666666666666666,0.666666666625,0.5978837352226628,0.0,0.36022028191519717,0.08904550942507657,0.569482684135437,0.6585281935605136,6
0.071,12,2,pages,1,0.9541872393775531,1.0,0.8333333333333334,0.7499999999416667,0.7512232990573643,0.0,0.5310681801671504,0.08904550942507657,1.5409908692042034,1.6300363786292797,6
0.5,0,15,paragraphs,5,0.9529417896860468,1.0,1.0,0.6555059523603981,0.8028507839280565,0.0,0.39802631578947373,0.08471458174965599,1.7750228643417358,1.8597374460913918,2
1.0,2,15,paragraphs,5,0.7780371781205913,0.75,0.9230769230769231,0.6971786150097043,0.7019958823844875,0.0,0.5622635079115527,0.08471458174965597,2.230755255772517,2.315469837522173,13
